Timestamp,What is your age?,Do you have an innie or an outie? ,Have you ever felt insecure about the look of your vulva?,Have you ever felt discomfort while wearing underwear due to the size of your vulva/size of the underwear?,Do you find that some underwear gussets (the crotch) are too small?,Have you ever gotten BV or a yeast infection from wearing underwear that wasn't breathable or was too tight?,"What is the average width of the underwear gussets in your underwear drawer? (measure the width of the crotch of a few pairs, add up all of the numbers, and divide that new number by the total number of pairs you counted)",What is your favorite underwear style?,What is your favorite type of rise?,What styles or colors do you want Cherri to make?,Any other feedback or comments for Cherri?
2021-08-22 17:33:19.278,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,Marvel themed,I think what you’re doing for the girlies is amazing! Keep up the good work
2021-08-22 17:33:41.502,18 - 24,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-22 17:34:43.593,Under 18,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-22 17:35:09.425,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Dark,
2021-08-22 17:35:19.765,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,Black,No
2021-08-22 17:35:44.655,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Green,Thank you lol been looking for wider crotch underwear since I can remember❤️
2021-08-22 17:36:02.676,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 17:40:12.960,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Greeeeeen,
2021-08-22 17:41:09.726,Under 18,Innie,No,Yes,Yes,No,,Thong,Highwaisted,Peach,
2021-08-22 17:43:12.159,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,A neutral cheeky line!,
2021-08-22 17:43:18.055,25 - 32,Innie,No,Yes,Yes,Yes,,Brief,Highwaisted,,
2021-08-22 17:44:05.825,25 - 32,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,anything that's high waisted but not high cut is always appreciated,
2021-08-22 17:44:38.095,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-22 17:50:50.108,25 - 32,Innie,No,No,Yes,Yes,,Brief,Midrise,,
2021-08-22 17:51:49.217,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Black ,
2021-08-22 17:51:54.914,25 - 32,Outie,No,Yes,Yes,No,,Thong,Lowrise,,
2021-08-22 17:51:57.032,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Lowrise,,
2021-08-22 17:52:10.480,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 17:53:26.734,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,"Black, nude, adorable cute prints",
2021-08-22 17:53:45.787,Under 18,Outie,No,Yes,Yes,Yes,,Thong,Midrise,Lace or just anything cute I really like the colors red black maybe some pastels :),I’ll look on the website but I bet your stuff is amazing. 
2021-08-22 17:53:51.053,18 - 24,Outie,Yes,No,Yes,Yes,,Thong,Midrise,Nudes ,
2021-08-22 17:55:09.574,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 17:55:11.283,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 17:55:45.693,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 17:58:19.879,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 17:59:31.167,25 - 32,Outie,No,Yes,Yes,Yes,,Thong,Highwaisted,Lace and sexy underwear ,
2021-08-22 18:00:43.528,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Lowrise,,
2021-08-22 18:01:41.042,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-22 18:02:02.300,18 - 24,Innie,Yes,No,Yes,No,,Brief,Highwaisted,,
2021-08-22 18:06:58.417,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 18:07:02.297,18 - 24,Innie,Yes,No,Yes,No,,Thong,Highwaisted,Different patterns,
2021-08-22 18:08:46.011,18 - 24,Outie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 18:10:15.777,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 18:11:25.979,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 18:11:34.398,33 - 39,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-22 18:12:01.720,25 - 32,Innie,Yes,No,Yes,No,,Cheeky,Highwaisted,,
2021-08-22 18:12:02.649,18 - 24,Outie,Yes,No,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-22 18:12:05.322,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 18:14:41.328,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 18:16:26.425,18 - 24,Innie,No,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-22 18:16:33.706,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Black and nude,
2021-08-22 18:17:57.327,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-22 18:19:33.824,Under 18,Outie,Yes,Yes,No,No,,Thong,Highwaisted,,
2021-08-22 18:19:34.252,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 18:22:12.074,25 - 32,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-22 18:22:21.646,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,"Reds and emerald, some plum maybe?",You’re doing great :)
2021-08-22 18:23:12.922,25 - 32,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,Any and all,
2021-08-22 18:24:28.577,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Lavender 😻 ,Your amazing girl you make me feel so comfy💕
2021-08-22 18:27:25.211,25 - 32,Outie,Yes,No,Yes,No,,Thong,Highwaisted,,
2021-08-22 18:29:20.746,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 18:30:19.794,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-22 18:31:14.313,Under 18,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-22 18:31:58.857,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted, Red ,
2021-08-22 18:31:59.092,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 18:32:34.065,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 18:33:05.734,25 - 32,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,,
2021-08-22 18:33:29.317,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 18:34:28.896,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,Everything!!!,I love everything this stands for. I hate the way I look down there because I don’t look “normal”  SO THANKFUL I found this safe place!!! 💕 
2021-08-22 18:36:33.397,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,"lilac, deep red, black & dark blue",Love what you’re doing! 
2021-08-22 18:36:46.162,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-22 18:37:24.441,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,Anything that doesn’t show under spandex or my workout clothes!! Camel toe free lol ,
2021-08-22 18:41:20.580,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 18:47:07.750,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-22 18:52:11.371,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-22 18:52:32.223,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 18:53:41.787,18 - 24,Outie,Yes,Yes,No,No,,Cheeky,Lowrise,,
2021-08-22 18:56:00.773,25 - 32,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-22 18:59:24.252,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 19:01:14.646,33 - 39,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,,
2021-08-22 19:02:18.728,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Red lace,
2021-08-22 19:04:06.301,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,"Cute lace or simply styles, I don’t buy too many undies with patterns",I just came across your tiktok and I love that you do this!! I never thought that the crotch part could be bigger :)
2021-08-22 19:06:05.405,18 - 24,Outie,Yes,No,Yes,No,,Cheeky,Highwaisted,,
2021-08-22 19:07:43.955,25 - 32,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Highwaisted,,
2021-08-22 19:08:16.876,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,High waisted ,
2021-08-22 19:09:01.419,Under 18,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-22 19:10:26.110,18 - 24,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Lowrise,"brown, sage green, lavender",
2021-08-22 19:10:41.813,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 19:13:38.622,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 19:13:58.399,18 - 24,Innie,No,Yes,Yes,No,,Brief,Highwaisted,"brown, deep green, sunset orange",
2021-08-22 19:15:40.997,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-22 19:19:56.085,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Lace that doesn’t rip in half after two washes,
2021-08-22 19:22:05.799,18 - 24,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,,
2021-08-22 19:22:51.412,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-22 19:22:52.194,25 - 32,Outie,Yes,Yes,No,No,,Thong,Midrise,,
2021-08-22 19:22:57.679,18 - 24,Innie,No,No,Yes,No,,Thong,Midrise,Jewel tones and neutrals,
2021-08-22 19:24:08.874,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 19:27:05.578,40 +,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,Muted blues and greens.,
2021-08-22 19:27:05.923,18 - 24,Innie,Yes,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-22 19:28:54.820,18 - 24,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-22 19:29:28.834,25 - 32,Innie,Yes,No,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,"Light pink, lacy, satin",
2021-08-22 19:30:33.381,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-22 19:33:25.137,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 19:33:28.413,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 19:34:05.345,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 19:34:26.546,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-22 19:38:40.525,25 - 32,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Lowrise,,
2021-08-22 19:39:11.702,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-22 19:39:48.926,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-22 19:40:26.830,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Seamless thongs,
2021-08-22 19:40:55.782,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,Blue ,
2021-08-22 19:41:57.521,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 19:42:00.048,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Yellow!,
2021-08-22 19:42:27.837,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,,
2021-08-22 19:42:42.974,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Neutral and pastel colors!,
2021-08-22 19:42:55.242,25 - 32,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-22 19:43:24.201,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 19:43:31.120,25 - 32,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 19:43:40.525,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Teal,Thank you!!
2021-08-22 19:43:44.562,25 - 32,Innie,No,Yes,Yes,No,,Shortie/Boxer,Highwaisted,Nude,
2021-08-22 19:43:57.517,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Mix,
2021-08-22 19:44:07.315,18 - 24,Outie,Yes,Yes,Yes,No,,Brief,Highwaisted,,
2021-08-22 19:44:13.403,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-22 19:44:16.646,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 19:44:16.646,25 - 32,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Midrise,,
2021-08-22 19:44:31.184,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 19:44:47.729,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,I love black lace and skulls ,I hope I love your underwear 
2021-08-22 19:44:58.426,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,"Haven’t browsed yet, but cotton thongs and cotton cheeky or bikini are my go tos ",No
2021-08-22 19:45:45.875,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 19:45:52.829,18 - 24,Innie,No,Yes,Yes,No,,Brief,Midrise,,
2021-08-22 19:46:09.684,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Blue!,
2021-08-22 19:46:17.055,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 19:47:10.505,25 - 32,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,Forest green ,
2021-08-22 19:47:32.156,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Lace trim ,
2021-08-22 19:47:37.376,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-22 19:47:50.095,25 - 32,Innie,Yes,Yes,Yes,No,,Brief,Midrise,,
2021-08-22 19:47:50.839,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 19:48:26.902,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-22 19:49:14.368,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 19:49:24.215,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,"Pinks, greens, pastel",
2021-08-22 19:49:37.168,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-22 19:49:49.605,33 - 39,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Lowrise,,
2021-08-22 19:50:00.652,33 - 39,Outie,Yes,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-22 19:50:29.840,18 - 24,Outie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 19:50:51.418,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 19:51:09.745,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-22 19:51:22.409,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,"All skin tones, black, emerald green",Killing the game bb!
2021-08-22 19:51:39.307,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 19:52:01.106,18 - 24,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-22 19:52:15.362,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Mint Green,
2021-08-22 19:52:28.581,25 - 32,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Lowrise,"Gothic, black, red and purple",
2021-08-22 19:52:30.428,25 - 32,Innie,No,Yes,Yes,No,,Cheeky,Highwaisted,Lavender,
2021-08-22 19:52:38.683,33 - 39,Outie,Yes,Yes,Yes,Yes,,Thong,Lowrise,Trendy patterns ,I'd love enough lower tummy coverage as well 
2021-08-22 19:52:39.963,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Pastels and seamless,
2021-08-22 19:52:53.514,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Black!,
2021-08-22 19:52:58.869,25 - 32,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,Black and lace,
2021-08-22 19:53:08.341,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-22 19:53:17.076,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Hunter green ,
2021-08-22 19:53:27.289,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-22 19:53:31.303,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Cherry print. ,
2021-08-22 19:53:48.129,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,Emrald green or black and gold,
2021-08-22 19:55:07.307,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Olive greens! ,
2021-08-22 19:55:55.671,33 - 39,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-22 19:56:11.668,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,Pink is my favorite color,
2021-08-22 19:56:16.990,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Nude,
2021-08-22 19:56:58.153,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-22 19:57:00.930,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-22 19:57:12.002,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 19:58:49.516,25 - 32,Innie,No,Yes,Yes,No,,Brief,Highwaisted,Solid black and polka dots,
2021-08-22 20:00:01.446,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 20:00:13.697,33 - 39,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,"Purples, blues, teals",I can’t wait to check out your undies! 
2021-08-22 20:01:10.968,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-22 20:02:17.756,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Lowrise,Yellow lace ,
2021-08-22 20:03:43.471,Under 18,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,i love little designs covering the underwear like fruits/veggies/animals for a fun set :),i love ur tiktok it’s soooo validating
2021-08-22 20:04:23.212,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 20:05:30.080,25 - 32,Innie,No,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,Black/neutral,
2021-08-22 20:05:41.511,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-22 20:14:31.625,33 - 39,Innie,No,Yes,Yes,Yes,,Thong,Midrise,Hunter Green or Petrol Blue,
2021-08-22 20:15:09.564,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,Dark jewel tones! ,N/a
2021-08-22 20:19:13.685,Under 18,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 20:21:04.722,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 20:21:55.610,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 20:24:04.697,18 - 24,Outie,No,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-22 20:24:34.916,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Pastels! :),
2021-08-22 20:25:05.613,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,🍒 ,
2021-08-22 20:27:00.317,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-22 20:28:05.019,25 - 32,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 20:30:42.655,25 - 32,Innie,No,Yes,Yes,Yes,,Brief,Midrise,"As long as they are quality, I don’t have a preference ",
2021-08-22 20:34:36.923,18 - 24,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Lowrise,,
2021-08-22 20:35:30.039,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 20:36:40.167,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Lowrise,Any :),
2021-08-22 20:37:39.078,18 - 24,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-22 20:38:44.779,25 - 32,Innie,No,Yes,Yes,Yes,,Shortie/Boxer,Midrise,,
2021-08-22 20:38:48.347,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-22 20:38:55.476,18 - 24,Innie,No,Yes,Yes,Yes,,Brief,Highwaisted,,
2021-08-22 20:40:32.264,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 20:44:06.589,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-22 20:44:58.176,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,"Emerald green, blue and black ",
2021-08-22 20:46:31.953,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,blues! or pastel green!,
2021-08-22 20:47:17.030,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,Neons ,
2021-08-22 20:47:23.740,25 - 32,Innie,Yes,No,Yes,Yes,,Cheeky,Midrise,Lace and cotton cheeky!  ,
2021-08-22 20:48:02.465,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 20:48:12.462,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 20:48:32.577,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,Black ,
2021-08-22 20:48:34.315,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Any!! ,Easily disguised panty lines! I’m a ride and I do t want anyone seeing them 
2021-08-22 20:48:41.987,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 20:48:51.600,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 20:49:06.042,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-22 20:49:18.520,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Lacy  cotton,I love cheekie but they always have the seeming going straight up the middle and feel like it slips into my lips lol
2021-08-22 20:49:23.334,25 - 32,Innie,No,No,Yes,No,,Thong,Highwaisted,,
2021-08-22 20:49:29.204,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,Neutral ,
2021-08-22 20:49:50.944,33 - 39,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,"Darker ""Fall"" colors because I'm OCD and I need to match my sweaters.",
2021-08-22 20:49:54.714,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,"Plus size inclusive is all
I care about! ","Please carry plus size, we especiahave a need here!! "
2021-08-22 20:50:04.300,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 20:50:06.895,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 20:50:07.124,33 - 39,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-22 20:50:13.163,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 20:50:18.129,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,Goth/spooky,
2021-08-22 20:50:24.327,25 - 32,Innie,No,No,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 20:50:34.399,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-22 20:50:35.478,25 - 32,Outie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,,
2021-08-22 20:50:36.435,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,"Bright, neons, patterns",
2021-08-22 20:50:48.490,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-22 20:50:50.849,33 - 39,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,Reds,
2021-08-22 20:50:51.907,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,"Lace, Gem details, girly yet sexy!",
2021-08-22 20:50:57.190,33 - 39,Innie,No,Yes,Yes,No,,Cheeky,Midrise,Black cotton,
2021-08-22 20:51:09.465,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,"i like pastels and black, little to no lace",
2021-08-22 20:51:22.501,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-22 20:51:22.736,18 - 24,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Highwaisted,,
2021-08-22 20:51:24.820,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-22 20:51:28.164,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 20:51:42.552,25 - 32,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Highwaisted,"Fun patterns, high rise thongs with decent tummy coverage, exercise/hot temp friendly undies in multiple cuts!!! Cotton in Florida while trying to do anything active is misery. ",Thank you
2021-08-22 20:51:53.712,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,Black lace ,
2021-08-22 20:52:18.269,33 - 39,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-22 20:52:26.140,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-22 20:52:37.691,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Neutrals ,
2021-08-22 20:52:55.940,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,Lavender!,
2021-08-22 20:52:58.160,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-22 20:53:47.394,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-22 20:53:56.872,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,Something green and maybe some lace,I love your brand I just wish that all items had plus sized options because I love the cross logo bra and simply won’t fit into the sizes provided  on your website. 
